V,R,T
4.55034213098729,1011956.52173913,-19.3402125580263
4.55034213098729,1011956.52173913,-19.1462254740386
4.55034213098729,999999.999999999,-19.1462254740386
4.55034213098729,999999.999999999,-19.3402125580263
4.55034213098729,1011956.52173913,-19.1462254740386
4.55034213098729,1011956.52173913,-19.5358087707216
4.56011730205279,1011956.52173913,-19.3402125580263
4.55034213098729,1011956.52173913,-19.3402125580263
4.52590420332356,1011956.52173913,-19.3402125580263
4.55034213098729,1011956.52173913,-19.3402125580263
4.55034213098729,1011956.52173913,-19.3402125580263
4.53567937438905,999999.999999999,-19.3402125580263
4.55034213098729,1011956.52173913,-19.5358087707216
4.54545454545454,1049438.20224719,-18.9538142074493
4.55034213098729,999999.999999999,-19.3402125580263
4.55034213098729,999999.999999999,-19.3402125580263
4.55034213098729,1011956.52173913,-18.57359092623
4.54545454545454,1011956.52173913,-19.3402125580263
4.55034213098729,988297.872340424,-19.3402125580263
4.55034213098729,988297.872340424,-19.3402125580263
4.56011730205279,1024175.82417582,-19.1462254740386
4.54545454545454,1011956.52173913,-19.3402125580263
4.55034213098729,999999.999999999,-18.57359092623
4.54545454545454,1011956.52173913,-18.9538142074493
4.54545454545454,999999.999999999,-19.3402125580263
4.55034213098729,1024175.82417582,-19.5358087707216
4.54545454545454,999999.999999999,-19.1462254740386
4.55034213098729,1011956.52173913,-19.3402125580263
4.55034213098729,999999.999999999,-19.3402125580263
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-18.385717211615
4.5307917888563,999999.999999999,-19.3402125580263
4.54545454545454,999999.999999999,-19.3402125580263
4.54545454545454,999999.999999999,-19.3402125580263
4.55034213098729,1011956.52173913,-18.9538142074493
4.54545454545454,1011956.52173913,-19.1462254740386
4.54545454545454,999999.999999999,-19.3402125580263
4.55034213098729,1011956.52173913,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.55034213098729,999999.999999999,-19.3402125580263
4.54545454545454,999999.999999999,-19.1462254740386
4.55522971652004,1011956.52173913,-19.1462254740386
4.54545454545454,999999.999999999,-18.9538142074493
4.54545454545454,999999.999999999,-19.1462254740386
4.5405669599218,988297.872340424,-19.3402125580263
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,988297.872340424,-18.57359092623
4.54545454545454,999999.999999999,-19.3402125580263
4.54545454545454,999999.999999999,-19.1462254740386
4.55034213098729,1011956.52173913,-19.3402125580263
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.5405669599218,1011956.52173913,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,988297.872340424,-19.1462254740386
4.54545454545454,988297.872340424,-19.1462254740386
4.54545454545454,999999.999999999,-19.3402125580263
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,999999.999999999,-18.199295837634
4.54545454545454,943877.551020407,-18.9538142074493
4.55034213098729,988297.872340424,-19.1462254740386
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,999999.999999999,-18.57359092623
4.54545454545454,999999.999999999,-18.9538142074493
4.54545454545454,999999.999999999,-19.1462254740386
4.54545454545454,988297.872340424,-18.9538142074493
4.5405669599218,999999.999999999,-18.199295837634
4.54545454545454,976842.105263157,-19.1462254740386
4.54545454545454,999999.999999999,-18.9538142074493
4.5405669599218,999999.999999999,-19.1462254740386
4.5405669599218,988297.872340424,-19.3402125580263
4.5405669599218,988297.872340424,-18.9538142074493
4.54545454545454,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.54545454545454,1011956.52173913,-19.3402125580263
4.54545454545454,999999.999999999,-18.9538142074493
4.5405669599218,999999.999999999,-19.1462254740386
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.55522971652004,1011956.52173913,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.54545454545454,988297.872340424,-18.9538142074493
4.5405669599218,954639.175257731,-18.7629464642476
4.55522971652004,933333.333333332,-19.1462254740386
4.54545454545454,988297.872340424,-19.5358087707216
4.54545454545454,988297.872340424,-19.1462254740386
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.54545454545454,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-19.5358087707216
4.53567937438905,999999.999999999,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.54545454545454,1011956.52173913,-18.9538142074493
4.5405669599218,988297.872340424,-19.1462254740386
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.54545454545454,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,954639.175257731,-19.1462254740386
4.5405669599218,976842.105263157,-18.57359092623
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,902941.176470587,-19.1462254740386
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.5307917888563,988297.872340424,-18.9538142074493
4.56011730205279,976842.105263157,-18.9538142074493
4.53567937438905,912871.287128712,-18.0142981849818
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.54545454545454,1011956.52173913,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.56989247311828,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,965624.999999999,-18.7629464642476
4.5405669599218,976842.105263157,-19.1462254740386
4.54545454545454,988297.872340424,-19.3402125580263
4.5405669599218,1011956.52173913,-19.1462254740386
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.385717211615
4.54545454545454,976842.105263157,-18.7629464642476
4.5307917888563,965624.999999999,-18.7629464642476
4.53567937438905,976842.105263157,-17.1097203844016
4.53567937438905,976842.105263157,-19.1462254740386
4.55034213098729,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.385717211615
4.5405669599218,976842.105263157,-18.7629464642476
4.55034213098729,874285.714285714,-19.1462254740386
4.53567937438905,965624.999999999,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.5307917888563,999999.999999999,-19.3402125580263
4.5405669599218,988297.872340424,-18.9538142074493
4.56500488758553,976842.105263157,-18.57359092623
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-17.8306964640159
4.53567937438905,988297.872340424,-18.7629464642476
4.54545454545454,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,999999.999999999,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.55034213098729,976842.105263157,-18.9538142074493
4.55034213098729,988297.872340424,-17.2880007752658
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-19.1462254740386
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-19.1462254740386
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.57359092623
4.54545454545454,976842.105263157,-18.7629464642476
4.5307917888563,999999.999999999,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.55522971652004,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.54545454545454,988297.872340424,-18.199295837634
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,965624.999999999,-18.9538142074493
4.53567937438905,999999.999999999,-18.7629464642476
4.53567937438905,965624.999999999,-17.8306964640159
4.53567937438905,988297.872340424,-18.7629464642476
4.54545454545454,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.385717211615
4.5405669599218,999999.999999999,-18.7629464642476
4.56011730205279,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.52590420332356,965624.999999999,-18.9538142074493
4.53567937438905,902941.176470587,-18.57359092623
4.5307917888563,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.5307917888563,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-19.1462254740386
4.53567937438905,976842.105263157,-18.9538142074493
4.54545454545454,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-19.1462254740386
4.55034213098729,965624.999999999,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,999999.999999999,-18.7629464642476
4.55034213098729,988297.872340424,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.54545454545454,1011956.52173913,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,999999.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-18.57359092623
4.53567937438905,976842.105263157,-18.7629464642476
4.52590420332356,1024175.82417582,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-19.5358087707216
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,1024175.82417582,-19.1462254740386
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.50635386119257,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.54545454545454,976842.105263157,-18.7629464642476
4.54545454545454,1049438.20224719,-18.7629464642476
4.56989247311828,805309.734513274,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,965624.999999999,-17.4675736155081
